step, sense_time, move_deposit, diffusion
0,0.02518010139465332,0.0023937225341796875,0.0050351619720458984
1,0.014693737030029297,0.001596212387084961,0.001667022705078125
2,0.011825084686279297,0.0013301372528076172,0.001344919204711914
3,0.010342836380004883,0.00115203857421875,0.0012848377227783203
4,0.010221004486083984,0.0011472702026367188,0.0011622905731201172
5,0.010140180587768555,0.0011110305786132812,0.0011677742004394531
6,0.010567903518676758,0.0012559890747070312,0.0011320114135742188
7,0.010198831558227539,0.0011129379272460938,0.0011658668518066406
8,0.010156869888305664,0.0011949539184570312,0.001293182373046875
9,0.010220050811767578,0.0011129379272460938,0.00121307373046875
10,0.010158777236938477,0.0011382102966308594,0.0013561248779296875
11,0.009394168853759766,0.0014243125915527344,0.0014317035675048828
12,0.009107828140258789,0.001107931137084961,0.0011677742004394531
13,0.009093046188354492,0.0010900497436523438,0.001088857650756836
14,0.009074926376342773,0.0010302066802978516,0.0011339187622070312
15,0.009088993072509766,0.0011248588562011719,0.001046895980834961
16,0.008752107620239258,0.0009636878967285156,0.0011839866638183594
17,0.009989738464355469,0.0011761188507080078,0.0010771751403808594
18,0.010130167007446289,0.0010960102081298828,0.0012040138244628906
19,0.010186910629272461,0.0011210441589355469,0.0012009143829345703
20,0.009418964385986328,0.0011641979217529297,0.0013971328735351562
21,0.010370969772338867,0.0011699199676513672,0.001177072525024414
22,0.009904146194458008,0.001110076904296875,0.000986337661743164
23,0.010445117950439453,0.0012187957763671875,0.0010190010070800781
24,0.010506153106689453,0.0011720657348632812,0.0011899471282958984
25,0.009211301803588867,0.0011110305786132812,0.0011107921600341797
26,0.009467840194702148,0.001146078109741211,0.0014009475708007812
27,0.009459972381591797,0.0011870861053466797,0.0012059211730957031
28,0.009189844131469727,0.0010521411895751953,0.0010650157928466797
29,0.009160041809082031,0.0010559558868408203,0.0011560916900634766
30,0.009393930435180664,0.0010950565338134766,0.0012688636779785156
31,0.009270668029785156,0.0010790824890136719,0.0012111663818359375
32,0.009109735488891602,0.0010521411895751953,0.001065969467163086
33,0.009331226348876953,0.0012180805206298828,0.0010640621185302734
34,0.009254217147827148,0.0011510848999023438,0.0013432502746582031
35,0.00917506217956543,0.0011148452758789062,0.0010280609130859375
36,0.009156942367553711,0.0010669231414794922,0.0011818408966064453
37,0.009144067764282227,0.0010378360748291016,0.0011792182922363281
38,0.009224891662597656,0.0010852813720703125,0.0011529922485351562
39,0.009299755096435547,0.0011267662048339844,0.0018320083618164062
40,0.009228229522705078,0.0010790824890136719,0.0011398792266845703
41,0.009000778198242188,0.0011446475982666016,0.0010411739349365234
42,0.008959054946899414,0.0010519027709960938,0.001077890396118164
43,0.009125947952270508,0.0010380744934082031,0.0012307167053222656
44,0.009130239486694336,0.0011639595031738281,0.0012443065643310547
45,0.009244918823242188,0.001165151596069336,0.0012099742889404297
46,0.009075164794921875,0.0010688304901123047,0.0011551380157470703
47,0.009112119674682617,0.0010328292846679688,0.0010249614715576172
48,0.009105205535888672,0.0010423660278320312,0.0011279582977294922
49,0.00886392593383789,0.0011131763458251953,0.0014348030090332031
50,0.010046958923339844,0.001129150390625,0.0011899471282958984
51,0.010326862335205078,0.0011000633239746094,0.0010900497436523438
52,0.010294675827026367,0.0011038780212402344,0.0011582374572753906
53,0.010333776473999023,0.0011038780212402344,0.0010743141174316406
54,0.010376930236816406,0.001119852066040039,0.0011909008026123047
55,0.010257959365844727,0.0011053085327148438,0.0012080669403076172
56,0.010344982147216797,0.0011289119720458984,0.001100778579711914
57,0.010351181030273438,0.0011069774627685547,0.0010750293731689453
58,0.010219812393188477,0.0011239051818847656,0.0010650157928466797
59,0.010212898254394531,0.0010960102081298828,0.0012850761413574219
60,0.010303020477294922,0.0011289119720458984,0.0010440349578857422
61,0.010262012481689453,0.0011057853698730469,0.0012202262878417969
62,0.010372161865234375,0.0011501312255859375,0.001093149185180664
63,0.010297775268554688,0.0011150836944580078,0.0011348724365234375
64,0.010252952575683594,0.0011050701141357422,0.0013279914855957031
65,0.010220050811767578,0.0010960102081298828,0.0012350082397460938
66,0.010272979736328125,0.0012218952178955078,0.0011000633239746094
67,0.010244131088256836,0.0010919570922851562,0.0010616779327392578
68,0.010333061218261719,0.0011982917785644531,0.001077890396118164
69,0.010255098342895508,0.0011310577392578125,0.0011179447174072266
70,0.01042795181274414,0.001238107681274414,0.0010991096496582031
71,0.0101318359375,0.0010981559753417969,0.0010988712310791016
72,0.01023721694946289,0.0011069774627685547,0.0010988712310791016
73,0.010252952575683594,0.0011129379272460938,0.0010960102081298828
74,0.010226011276245117,0.0010950565338134766,0.001110076904296875
75,0.010219097137451172,0.001096963882446289,0.001065969467163086
76,0.010166168212890625,0.001104116439819336,0.0011479854583740234
77,0.010339021682739258,0.0011110305786132812,0.001132965087890625
78,0.01025080680847168,0.0011022090911865234,0.0011458396911621094
79,0.010288000106811523,0.0011169910430908203,0.0012409687042236328
80,0.010275125503540039,0.0011022090911865234,0.0011298656463623047
81,0.010231971740722656,0.0011167526245117188,0.0012509822845458984
82,0.010194063186645508,0.0011110305786132812,0.001104116439819336
83,0.010302066802978516,0.0011293888092041016,0.0010330677032470703
84,0.010426998138427734,0.0011348724365234375,0.0011570453643798828
85,0.010262012481689453,0.0011310577392578125,0.0012459754943847656
86,0.010322809219360352,0.0010919570922851562,0.0010418891906738281
87,0.010300159454345703,0.0012171268463134766,0.0010879039764404297
88,0.010270118713378906,0.0010972023010253906,0.0010528564453125
89,0.009331226348876953,0.0011200904846191406,0.0010890960693359375
90,0.00936126708984375,0.0010440349578857422,0.0010151863098144531
91,0.01004171371459961,0.0011088848114013672,0.0011730194091796875
92,0.010287284851074219,0.0010960102081298828,0.0011241436004638672
93,0.010303020477294922,0.0011088848114013672,0.0011379718780517578
94,0.010281801223754883,0.0010960102081298828,0.0011241436004638672
95,0.010256290435791016,0.0011098384857177734,0.0011599063873291016
96,0.01023721694946289,0.0011129379272460938,0.0010449886322021484
97,0.01047825813293457,0.0011620521545410156,0.0012171268463134766
98,0.010381937026977539,0.0011148452758789062,0.0011210441589355469
99,0.010349035263061523,0.0011131763458251953,0.0011670589447021484
100,0.01036691665649414,0.0011069774627685547,0.0010960102081298828
101,0.010307073593139648,0.0012133121490478516,0.0010991096496582031
102,0.010259151458740234,0.0010941028594970703,0.0011081695556640625
103,0.010348796844482422,0.001203298568725586,0.0010929107666015625
104,0.01032114028930664,0.0010979175567626953,0.0010840892791748047
105,0.009104013442993164,0.0011780261993408203,0.0010581016540527344
106,0.009027957916259766,0.0009899139404296875,0.0009260177612304688
107,0.010048151016235352,0.001194000244140625,0.001096963882446289
108,0.01036381721496582,0.0011026859283447266,0.0010609626770019531
109,0.010288000106811523,0.001104116439819336,0.0010559558868408203
110,0.010432004928588867,0.0011188983917236328,0.0010633468627929688
111,0.010246992111206055,0.0011000633239746094,0.0011048316955566406
112,0.010439157485961914,0.0011000633239746094,0.0011188983917236328
113,0.010401010513305664,0.0010981559753417969,0.0010869503021240234
114,0.010329961776733398,0.0011081695556640625,0.0010402202606201172
115,0.010323047637939453,0.0011031627655029297,0.0010929107666015625
116,0.010330915451049805,0.0011029243469238281,0.0010159015655517578
117,0.010276079177856445,0.0010960102081298828,0.0010781288146972656
118,0.010347843170166016,0.0010998249053955078,0.0011682510375976562
119,0.010392904281616211,0.0011069774627685547,0.001049041748046875
120,0.010400056838989258,0.0011150836944580078,0.001013040542602539
121,0.010376930236816406,0.0011098384857177734,0.00113677978515625
122,0.010331153869628906,0.0011150836944580078,0.0010480880737304688
123,0.010448932647705078,0.0011289119720458984,0.0011379718780517578
124,0.010433197021484375,0.001094818115234375,0.0010640621185302734
125,0.01041412353515625,0.0010821819305419922,0.0011301040649414062
126,0.01042795181274414,0.0011239051818847656,0.0010957717895507812
127,0.010348081588745117,0.0011038780212402344,0.0011289119720458984
128,0.010376214981079102,0.0011272430419921875,0.0011217594146728516
129,0.010380983352661133,0.0010917186737060547,0.001146078109741211
130,0.010371208190917969,0.0011889934539794922,0.0010790824890136719
131,0.010365009307861328,0.0011038780212402344,0.001013040542602539
132,0.010339736938476562,0.0011179447174072266,0.0010857582092285156
133,0.010509252548217773,0.0011372566223144531,0.0012059211730957031
134,0.010444164276123047,0.0011310577392578125,0.0010690689086914062
135,0.010317087173461914,0.0010962486267089844,0.001110076904296875
136,0.010316848754882812,0.0011188983917236328,0.0011363029479980469
137,0.010332822799682617,0.00109100341796875,0.0011322498321533203
138,0.01029205322265625,0.0011038780212402344,0.0010440349578857422
139,0.010348796844482422,0.0011038780212402344,0.0011508464813232422
140,0.010409832000732422,0.001123189926147461,0.0012938976287841797
141,0.010323047637939453,0.0010962486267089844,0.0012938976287841797
142,0.010279178619384766,0.0011258125305175781,0.001033782958984375
143,0.010418176651000977,0.0011107921600341797,0.001149892807006836
144,0.01031494140625,0.0011210441589355469,0.0010938644409179688
145,0.01042795181274414,0.0011069774627685547,0.0011799335479736328
146,0.010354995727539062,0.0011239051818847656,0.0010559558868408203
147,0.010456085205078125,0.0011179447174072266,0.0011928081512451172
148,0.010318279266357422,0.0011169910430908203,0.001138925552368164
149,0.010393857955932617,0.0011131763458251953,0.0012660026550292969
150,0.01039576530456543,0.0011227130889892578,0.0010769367218017578
151,0.010293006896972656,0.0011000633239746094,0.0011658668518066406
152,0.010329008102416992,0.0011110305786132812,0.0010921955108642578
153,0.01044917106628418,0.0011458396911621094,0.001043081283569336
154,0.010054826736450195,0.0011298656463623047,0.0012660026550292969
155,0.010265111923217773,0.0011110305786132812,0.0011320114135742188
156,0.010435104370117188,0.0012149810791015625,0.0011298656463623047
157,0.010341882705688477,0.0010929107666015625,0.0011069774627685547
158,0.010340213775634766,0.0010979175567626953,0.0010390281677246094
159,0.010391712188720703,0.0010991096496582031,0.0011301040649414062
160,0.010318756103515625,0.0011210441589355469,0.0009191036224365234
161,0.010276079177856445,0.001107931137084961,0.0009148120880126953
162,0.010342836380004883,0.0011420249938964844,0.001313924789428711
163,0.009074926376342773,0.0010671615600585938,0.0010051727294921875
164,0.009088993072509766,0.0010197162628173828,0.0010280609130859375
165,0.009984016418457031,0.0011069774627685547,0.0011429786682128906
166,0.010242938995361328,0.0011048316955566406,0.0010960102081298828
167,0.01027679443359375,0.0011150836944580078,0.00110626220703125
168,0.010313272476196289,0.0011019706726074219,0.0010271072387695312
169,0.010362863540649414,0.0011849403381347656,0.00110626220703125
170,0.010238885879516602,0.0011169910430908203,0.0009799003601074219
171,0.010195016860961914,0.0011150836944580078,0.0011119842529296875
172,0.010232686996459961,0.0011031627655029297,0.0012090206146240234
173,0.010328054428100586,0.001110076904296875,0.0010709762573242188
174,0.010321855545043945,0.0011889934539794922,0.0011031627655029297
175,0.010279178619384766,0.001135110855102539,0.0011248588562011719
176,0.010299205780029297,0.0011019706726074219,0.0010018348693847656
177,0.010241985321044922,0.0011150836944580078,0.0011510848999023438
178,0.010207176208496094,0.0010900497436523438,0.001043081283569336
179,0.010226964950561523,0.0011188983917236328,0.0010807514190673828
180,0.010213851928710938,0.0010900497436523438,0.001008749008178711
181,0.010214090347290039,0.0011332035064697266,0.001153707504272461
182,0.010239124298095703,0.001096963882446289,0.0010709762573242188
183,0.010293006896972656,0.0011229515075683594,0.0009911060333251953
184,0.010275125503540039,0.0010919570922851562,0.0010600090026855469
185,0.010287046432495117,0.0011067390441894531,0.0010678768157958984
186,0.010325908660888672,0.0010957717895507812,0.001149892807006836
187,0.010304927825927734,0.0011162757873535156,0.0010991096496582031
188,0.010300874710083008,0.0010960102081298828,0.0011310577392578125
189,0.010162115097045898,0.001110076904296875,0.001094818115234375
190,0.010169029235839844,0.0010838508605957031,0.0010912418365478516
191,0.010351896286010742,0.0011110305786132812,0.0011348724365234375
192,0.010342836380004883,0.0011069774627685547,0.0010480880737304688
193,0.01028299331665039,0.0011179447174072266,0.0011069774627685547
194,0.010296106338500977,0.0011048316955566406,0.0012280941009521484
195,0.010289907455444336,0.0012102127075195312,0.0010690689086914062
196,0.010355949401855469,0.001135110855102539,0.0010800361633300781
197,0.010262012481689453,0.0011949539184570312,0.0011126995086669922
198,0.010303974151611328,0.0010943412780761719,0.0009946823120117188
199,0.010375261306762695,0.0011301040649414062,0.0009441375732421875
200,0.010257244110107422,0.0011129379272460938,0.0009241104125976562
201,0.010174989700317383,0.0011029243469238281,0.0009279251098632812
202,0.010302066802978516,0.0011048316955566406,0.0010638236999511719
203,0.010190010070800781,0.0011057853698730469,0.0011169910430908203
204,0.010170221328735352,0.0011038780212402344,0.0012240409851074219
205,0.010273218154907227,0.0011641979217529297,0.0010428428649902344
206,0.010258197784423828,0.0011088848114013672,0.001138925552368164
207,0.010261058807373047,0.0010979175567626953,0.001068115234375
208,0.010247945785522461,0.001112222671508789,0.0010297298431396484
209,0.010268926620483398,0.001093149185180664,0.0009160041809082031
210,0.010269880294799805,0.0011129379272460938,0.0010182857513427734
211,0.010133028030395508,0.0010771751403808594,0.0010440349578857422
212,0.01014399528503418,0.0011169910430908203,0.0010418891906738281
213,0.010237932205200195,0.0010917186737060547,0.0011420249938964844
214,0.01020193099975586,0.0011229515075683594,0.0010449886322021484
215,0.01021575927734375,0.0010869503021240234,0.0011260509490966797
216,0.010296821594238281,0.0011157989501953125,0.0011572837829589844
217,0.010196208953857422,0.0011031627655029297,0.001043081283569336
218,0.010205984115600586,0.001119852066040039,0.0010561943054199219
219,0.010219097137451172,0.0010979175567626953,0.001043081283569336
220,0.010230064392089844,0.0011119842529296875,0.0010120868682861328
221,0.010230064392089844,0.0010962486267089844,0.0010879039764404297
222,0.010164976119995117,0.0011017322540283203,0.0009131431579589844
223,0.010160207748413086,0.0010857582092285156,0.0009129047393798828
224,0.010233163833618164,0.0011091232299804688,0.0011341571807861328
225,0.010223150253295898,0.0010900497436523438,0.0010569095611572266
226,0.010247945785522461,0.0011210441589355469,0.0011441707611083984
227,0.010209083557128906,0.0010950565338134766,0.0011501312255859375
228,0.010205268859863281,0.0011072158813476562,0.0010640621185302734
229,0.01015782356262207,0.001107931137084961,0.0010459423065185547
230,0.010235071182250977,0.0011010169982910156,0.0009160041809082031
231,0.010204792022705078,0.0011022090911865234,0.0009989738464355469
232,0.010182857513427734,0.0011022090911865234,0.0009481906890869141
233,0.010207891464233398,0.0010929107666015625,0.0011250972747802734
234,0.010134696960449219,0.0011098384857177734,0.001001119613647461
235,0.010210990905761719,0.0010941028594970703,0.0010886192321777344
236,0.010212898254394531,0.0011098384857177734,0.0010211467742919922
237,0.00925588607788086,0.0010709762573242188,0.001007080078125
238,0.009093761444091797,0.0010828971862792969,0.0008721351623535156
239,0.00996708869934082,0.0011031627655029297,0.0009188652038574219
240,0.010259866714477539,0.0011022090911865234,0.0009260177612304688
241,0.01034092903137207,0.0011260509490966797,0.0010762214660644531
242,0.010382890701293945,0.0011379718780517578,0.00115203857421875
243,0.010246038436889648,0.0011060237884521484,0.001149892807006836
244,0.010173797607421875,0.0010979175567626953,0.001251220703125
245,0.010184049606323242,0.0011000633239746094,0.0010251998901367188
246,0.01019597053527832,0.0012068748474121094,0.001081228256225586
247,0.010208845138549805,0.0011091232299804688,0.0010471343994140625
248,0.010200023651123047,0.0010900497436523438,0.0010559558868408203
249,0.010271787643432617,0.0011248588562011719,0.0010538101196289062
250,0.010241031646728516,0.0010859966278076172,0.0010428428649902344
251,0.010262727737426758,0.0011188983917236328,0.0009181499481201172
252,0.010237932205200195,0.001088857650756836,0.0009171962738037109
253,0.010272026062011719,0.001107931137084961,0.001123189926147461
254,0.01025390625,0.0010869503021240234,0.0010209083557128906
255,0.010255098342895508,0.0011200904846191406,0.0010488033294677734
256,0.010292291641235352,0.001088857650756836,0.0011200904846191406
257,0.010281801223754883,0.0011053085327148438,0.0012500286102294922
258,0.010155916213989258,0.001085042953491211,0.0010440349578857422
259,0.010181188583374023,0.001111745834350586,0.0010061264038085938
260,0.010137081146240234,0.0011000633239746094,0.0010952949523925781
261,0.010175943374633789,0.0011038780212402344,0.0010437965393066406
262,0.010215282440185547,0.001104116439819336,0.001043081283569336
263,0.010190248489379883,0.001096963882446289,0.0009160041809082031
264,0.0102691650390625,0.0011110305786132812,0.0010538101196289062
265,0.010241985321044922,0.0011012554168701172,0.0009169578552246094
266,0.010253190994262695,0.0010879039764404297,0.00092315673828125
267,0.010251045227050781,0.0011019706726074219,0.0010058879852294922
268,0.010248899459838867,0.0011000633239746094,0.0010402202606201172
269,0.010290861129760742,0.0011200904846191406,0.0010542869567871094
270,0.010220050811767578,0.0011098384857177734,0.0010879039764404297
271,0.010066986083984375,0.0011200904846191406,0.0010590553283691406
272,0.010194063186645508,0.0011219978332519531,0.0011587142944335938
273,0.010447978973388672,0.001154184341430664,0.0011069774627685547
274,0.010298967361450195,0.001096963882446289,0.0010519027709960938
275,0.010268926620483398,0.0011131763458251953,0.0011458396911621094
276,0.010193109512329102,0.0011050701141357422,0.0011529922485351562
277,0.010162830352783203,0.0010998249053955078,0.0010170936584472656
278,0.010430097579956055,0.0011477470397949219,0.0011229515075683594
279,0.01025533676147461,0.0010979175567626953,0.0010182857513427734
280,0.009844779968261719,0.0011069774627685547,0.0009181499481201172
281,0.010275125503540039,0.0010848045349121094,0.0010590553283691406
282,0.010254859924316406,0.0011179447174072266,0.0011539459228515625
283,0.010257244110107422,0.0010890960693359375,0.001058816909790039
284,0.010261058807373047,0.0011162757873535156,0.0012218952178955078
285,0.010254859924316406,0.0010869503021240234,0.0010111331939697266
286,0.010313034057617188,0.0011188983917236328,0.0011599063873291016
287,0.010261058807373047,0.0011112689971923828,0.001049041748046875
288,0.010212182998657227,0.0011169910430908203,0.0009920597076416016
289,0.010281085968017578,0.0011000633239746094,0.0011000633239746094
290,0.010242700576782227,0.0011188983917236328,0.0011608600616455078
291,0.010217905044555664,0.0010957717895507812,0.0010581016540527344
292,0.01021718978881836,0.0011107921600341797,0.0010919570922851562
293,0.01019430160522461,0.0011000633239746094,0.0010561943054199219
294,0.010210037231445312,0.0010950565338134766,0.001077890396118164
295,0.010255098342895508,0.0011050701141357422,0.0010387897491455078
296,0.010195016860961914,0.0011081695556640625,0.0009131431579589844
297,0.01020503044128418,0.0010881423950195312,0.001049041748046875
298,0.010249137878417969,0.0011010169982910156,0.0010199546813964844
299,0.010136127471923828,0.0011279582977294922,0.0010459423065185547
300,0.010110139846801758,0.0011048316955566406,0.0009160041809082031
301,0.010208845138549805,0.0011110305786132812,0.001039743423461914
302,0.010236024856567383,0.0011069774627685547,0.0011467933654785156
303,0.010166168212890625,0.0011000633239746094,0.0010437965393066406
304,0.010187149047851562,0.0011148452758789062,0.0009169578552246094
305,0.010213136672973633,0.0011169910430908203,0.0010597705841064453
306,0.010202884674072266,0.0011057853698730469,0.0010440349578857422
307,0.01023721694946289,0.0011110305786132812,0.0010118484497070312
308,0.010185956954956055,0.0011053085327148438,0.0011510848999023438
309,0.010133981704711914,0.0010938644409179688,0.0009338855743408203
310,0.010186195373535156,0.0011010169982910156,0.0011091232299804688
311,0.010374784469604492,0.0012099742889404297,0.0012819766998291016
312,0.009485721588134766,0.0011670589447021484,0.0010628700256347656
313,0.009220123291015625,0.0010340213775634766,0.0009529590606689453
314,0.010318756103515625,0.001332998275756836,0.001277923583984375
315,0.01353597640991211,0.0020971298217773438,0.0013928413391113281
316,0.010433197021484375,0.0012679100036621094,0.00140380859375
317,0.009532928466796875,0.0010852813720703125,0.0010259151458740234
318,0.010210990905761719,0.0012350082397460938,0.0009670257568359375
319,0.010348081588745117,0.0011260509490966797,0.0010251998901367188
320,0.01032710075378418,0.0011072158813476562,0.0010631084442138672
321,0.010210990905761719,0.0011320114135742188,0.001135110855102539
322,0.01020503044128418,0.001094818115234375,0.0009250640869140625
323,0.010171890258789062,0.001116037368774414,0.001058816909790039
324,0.010196924209594727,0.0011017322540283203,0.0010712146759033203
325,0.01022195816040039,0.00115203857421875,0.0011532306671142578
326,0.010232686996459961,0.0010843276977539062,0.0010569095611572266
327,0.010261058807373047,0.0011241436004638672,0.0010960102081298828
328,0.010270833969116211,0.001107931137084961,0.001035928726196289
329,0.010168075561523438,0.0011126995086669922,0.0010521411895751953
330,0.010222196578979492,0.0010907649993896484,0.0010409355163574219
331,0.010185956954956055,0.0011162757873535156,0.001058816909790039
332,0.010168075561523438,0.0011017322540283203,0.001071929931640625
